customer_id,month,data_used_gb,voice_minutes,support_calls,app_logins,downtime_minutes
CUST_3067,10,13.19,208.1,0,97,31
CUST_3067,11,15.28,152.7,0,60,5
CUST_3067,12,23.56,180.1,0,99,20
CUST_3068,1,61.89,593.8,0,109,7
CUST_3068,2,131.03,363.6,0,24,36
CUST_3068,3,40.62,713.1,0,62,10
CUST_3068,4,17.82,768.0,0,40,13
CUST_3068,5,79.34,358.6,0,31,17
CUST_3068,6,19.01,716.6,0,93,35
CUST_3068,7,4.3,395.5,0,73,25
CUST_3068,8,23.41,615.9,0,34,31
CUST_3068,9,0.95,360.4,0,75,19
CUST_3068,10,15.23,426.8,0,72,32
CUST_3068,11,120.18,120.1,0,107,2
CUST_3068,12,16.43,705.3,0,31,32
CUST_3069,1,26.63,405.3,0,109,7
CUST_3069,2,2.7,100.8,1,20,39
CUST_3069,3,51.9,208.0,0,62,15
CUST_3069,4,10.39,586.3,1,115,27
CUST_3069,5,1.43,693.3,0,47,34
CUST_3069,6,73.94,192.1,0,42,19
CUST_3069,7,52.64,380.9,1,81,10
CUST_3069,8,43.49,433.7,0,48,8
CUST_3069,9,71.95,259.6,0,85,5
CUST_3069,10,10.76,219.2,0,110,2
CUST_3069,11,59.29,292.7,0,26,21
CUST_3069,12,13.41,481.7,0,49,4
CUST_3070,1,72.19,228.1,0,119,30
CUST_3070,2,84.59,452.9,1,117,23
CUST_3070,3,67.22,443.4,0,107,0
CUST_3070,4,12.04,594.5,1,23,26
CUST_3070,5,2.48,574.9,0,51,2
CUST_3070,6,32.5,740.0,2,59,22
CUST_3070,7,46.78,467.3,0,22,39
CUST_3070,8,19.11,168.2,0,74,28
CUST_3070,9,69.14,511.1,0,59,1
CUST_3070,10,10.73,161.1,1,98,37
CUST_3070,11,47.0,102.0,0,36,5
CUST_3070,12,27.15,115.2,0,81,19
CUST_3071,1,28.98,375.5,1,112,1
CUST_3071,2,6.33,124.3,0,27,7
CUST_3071,3,3.49,415.4,1,26,36
CUST_3071,4,18.47,281.8,0,37,36
CUST_3071,5,11.93,513.9,0,42,30
CUST_3071,6,4.51,672.4,1,57,3
CUST_3071,7,54.2,664.1,0,90,30
CUST_3071,8,7.18,339.2,2,84,1
CUST_3071,9,33.44,321.4,1,100,36
CUST_3071,10,8.42,353.1,0,108,17
CUST_3071,11,58.31,189.1,0,24,22
CUST_3071,12,11.75,585.6,1,45,9
CUST_3072,1,62.83,462.6,2,20,22
CUST_3072,2,15.44,570.1,1,81,4
CUST_3072,3,31.55,207.8,0,47,27
CUST_3072,4,0.16,393.0,0,118,0
CUST_3072,5,61.07,339.5,1,116,8
CUST_3072,6,0.65,182.9,0,83,3
CUST_3072,7,6.72,525.5,0,115,7
CUST_3072,8,92.46,341.5,0,87,2
CUST_3072,9,4.75,727.4,1,27,35
CUST_3072,10,1.72,576.9,1,114,2
CUST_3072,11,24.04,549.1,0,64,6
CUST_3072,12,24.86,443.7,0,40,10
CUST_3073,1,38.0,470.6,1,69,9
CUST_3073,2,5.42,660.3,2,115,11
CUST_3073,3,43.06,237.9,0,60,23
CUST_3073,4,9.15,354.0,0,101,16
CUST_3073,5,10.74,649.0,0,82,4
CUST_3073,6,43.57,284.7,0,31,9
CUST_3073,7,14.67,684.0,0,108,34
CUST_3073,8,32.11,689.5,0,33,24
CUST_3073,9,1.68,393.5,0,89,17
CUST_3073,10,27.34,433.4,0,109,22
CUST_3073,11,35.38,100.2,0,66,18
CUST_3073,12,9.0,747.2,0,23,36
CUST_3074,1,49.75,704.9,0,43,20
CUST_3074,2,34.14,376.1,0,77,15
CUST_3074,3,39.13,661.1,0,45,26
CUST_3074,4,58.25,560.2,0,70,12
CUST_3074,5,13.76,134.3,0,75,39
CUST_3074,6,32.97,590.8,0,101,10
CUST_3074,7,31.8,422.6,1,29,12
CUST_3074,8,95.05,301.7,0,111,33
CUST_3074,9,17.12,399.0,0,80,27
CUST_3074,10,52.15,611.0,0,96,37
CUST_3074,11,3.35,708.8,0,115,27
CUST_3074,12,36.32,404.2,1,28,13
CUST_3075,1,32.56,695.2,1,49,24
CUST_3075,2,79.95,134.9,0,39,0
CUST_3075,3,55.86,650.6,1,35,11
CUST_3075,4,77.79,546.0,1,34,30
CUST_3075,5,8.58,747.3,0,118,36
CUST_3075,6,16.2,539.3,1,66,24
CUST_3075,7,8.56,501.9,0,78,2
CUST_3075,8,0.64,379.3,0,69,37
CUST_3075,9,1.27,601.6,0,38,15
CUST_3075,10,26.58,497.0,0,106,3
CUST_3075,11,86.64,456.3,1,35,3
CUST_3075,12,19.29,370.6,0,42,18
CUST_3076,1,5.75,579.6,0,67,14
CUST_3076,2,101.5,417.4,0,79,18
CUST_3076,3,87.12,798.7,0,97,0
CUST_3076,4,29.91,549.2,0,58,31
CUST_3076,5,18.44,449.9,1,117,8
CUST_3076,6,10.87,748.2,0,116,24
CUST_3076,7,16.67,304.9,0,79,34
CUST_3076,8,8.42,463.0,0,55,19
CUST_3076,9,29.15,460.3,0,103,4
CUST_3076,10,27.46,357.1,0,64,31
CUST_3076,11,106.15,220.9,0,85,13
CUST_3076,12,33.71,163.4,0,23,31
CUST_3077,1,21.5,700.8,0,41,26
CUST_3077,2,33.28,195.9,0,80,23
CUST_3077,3,125.4,535.8,1,65,28
CUST_3077,4,0.41,216.9,1,29,20
CUST_3077,5,53.98,211.6,0,23,23
CUST_3077,6,37.14,532.7,0,70,35
CUST_3077,7,27.99,141.2,0,99,6
CUST_3077,8,4.75,692.9,0,93,15
CUST_3077,9,13.4,649.4,0,39,21
CUST_3077,10,12.68,586.4,1,21,38
CUST_3077,11,82.64,401.8,0,32,1
CUST_3077,12,19.85,507.6,1,66,24
CUST_3078,1,10.0,587.6,1,99,28
CUST_3078,2,4.63,465.6,0,93,8
CUST_3078,3,22.05,417.9,0,107,1
CUST_3078,4,26.7,789.0,0,41,16
CUST_3078,5,7.95,478.7,1,20,34
CUST_3078,6,23.47,543.9,1,24,35
CUST_3078,7,55.02,123.7,0,85,2
CUST_3078,8,32.68,716.9,0,29,38
CUST_3078,9,22.19,470.9,0,55,6
CUST_3078,10,70.31,536.3,0,81,6
CUST_3078,11,1.22,514.8,0,23,3
CUST_3078,12,33.29,504.6,0,85,5
CUST_3079,1,25.25,210.0,0,69,8
CUST_3079,2,147.51,155.7,0,56,21
CUST_3079,3,26.24,133.8,1,64,29
CUST_3079,4,234.95,608.1,0,41,16
CUST_3079,5,45.63,258.7,0,38,11
CUST_3079,6,51.45,646.6,0,35,13
CUST_3079,7,14.78,753.7,0,40,7
CUST_3079,8,79.14,229.7,0,105,6
CUST_3079,9,0.56,795.8,1,67,18
CUST_3079,10,68.52,269.7,0,112,39
CUST_3079,11,2.24,743.8,0,90,39
CUST_3079,12,4.7,269.9,0,35,13
CUST_3080,1,22.71,482.0,0,28,10
CUST_3080,2,9.48,661.3,0,110,20
CUST_3080,3,2.06,117.1,0,48,14
CUST_3080,4,3.48,680.2,0,112,12
CUST_3080,5,34.21,151.5,1,28,2
CUST_3080,6,1.66,212.1,0,26,4
CUST_3080,7,0.33,620.9,0,119,34
CUST_3080,8,7.01,364.9,1,90,15
CUST_3080,9,21.31,389.2,1,88,0
CUST_3080,10,7.9,157.1,0,113,13
CUST_3080,11,8.38,377.1,0,46,21
CUST_3080,12,15.8,151.9,0,75,5
CUST_3081,1,17.09,783.4,0,105,18
CUST_3081,2,104.01,701.5,0,63,23
CUST_3081,3,19.68,501.1,0,78,34
CUST_3081,4,28.08,279.5,0,67,33
CUST_3081,5,25.19,130.3,0,117,32
CUST_3081,6,9.07,524.1,1,28,16
CUST_3081,7,32.13,122.4,0,97,38
CUST_3081,8,3.72,618.3,0,65,30
CUST_3081,9,33.48,342.6,0,58,23
CUST_3081,10,41.74,547.5,0,99,23
CUST_3081,11,144.13,690.8,0,42,3
CUST_3081,12,41.8,336.5,0,72,14
CUST_3082,1,53.49,166.7,0,65,5
CUST_3082,2,4.65,319.4,1,117,25
CUST_3082,3,119.18,403.9,1,99,28
CUST_3082,4,37.35,793.8,1,47,5
CUST_3082,5,129.72,486.6,0,44,18
CUST_3082,6,89.17,137.9,0,27,9
CUST_3082,7,5.63,190.5,0,98,8
CUST_3082,8,16.21,623.3,1,48,17
CUST_3082,9,39.5,643.9,0,108,22
CUST_3082,10,19.65,685.2,0,53,36
CUST_3082,11,38.15,325.8,0,62,16
CUST_3082,12,22.76,665.9,0,30,22
CUST_3083,1,0.65,477.5,0,49,9
CUST_3083,2,64.18,369.0,2,24,22
CUST_3083,3,5.56,541.6,0,95,35
CUST_3083,4,60.18,387.6,1,94,18
CUST_3083,5,25.25,424.2,0,109,16
CUST_3083,6,71.6,484.6,0,85,10
CUST_3083,7,46.74,211.2,0,48,21
CUST_3083,8,10.05,697.2,0,30,39
CUST_3083,9,8.81,350.4,0,31,8
CUST_3083,10,62.22,102.1,2,51,19
CUST_3083,11,3.97,557.9,0,26,11
CUST_3083,12,2.52,633.1,1,111,15
CUST_3084,1,8.06,448.5,0,45,12
CUST_3084,2,48.07,637.3,0,115,10
CUST_3084,3,3.65,599.9,0,28,17
CUST_3084,4,1.43,136.4,0,100,10
CUST_3084,5,3.12,179.6,0,41,13
CUST_3084,6,46.77,696.4,0,87,27
CUST_3084,7,44.66,305.4,0,39,25
CUST_3084,8,90.07,145.5,0,116,4
CUST_3084,9,57.64,566.0,0,47,39
CUST_3084,10,5.38,295.0,0,52,35
CUST_3084,11,16.73,352.0,0,33,2
CUST_3084,12,18.22,164.3,0,89,19
CUST_3085,1,7.3,559.1,0,116,24
CUST_3085,2,21.84,522.4,0,57,14
CUST_3085,3,43.35,634.4,0,59,36
CUST_3085,4,2.14,304.4,0,20,11
CUST_3085,5,3.23,185.6,1,64,4
CUST_3085,6,47.98,278.7,0,107,36
CUST_3085,7,139.61,270.3,1,74,4
CUST_3085,8,20.48,538.6,0,69,15
CUST_3085,9,6.76,746.2,0,46,14
CUST_3085,10,3.72,404.3,0,52,22
CUST_3085,11,16.91,373.0,0,82,13
CUST_3085,12,4.1,570.5,0,42,25
CUST_3086,1,19.62,337.8,0,41,8
CUST_3086,2,74.79,783.6,0,64,39
CUST_3086,3,16.83,155.7,0,114,32
CUST_3086,4,36.07,625.1,0,83,15
CUST_3086,5,70.12,495.6,1,94,29
CUST_3086,6,34.3,575.8,1,66,18
CUST_3086,7,15.5,775.3,0,63,32
CUST_3086,8,77.09,574.8,0,95,30
CUST_3086,9,4.69,417.5,1,57,36
CUST_3086,10,4.68,323.3,0,88,12
CUST_3086,11,58.68,135.9,0,95,13
CUST_3086,12,9.53,133.2,0,113,16
CUST_3087,1,14.13,775.7,1,93,11
CUST_3087,2,38.27,644.8,0,87,10
CUST_3087,3,23.45,468.4,0,75,6
CUST_3087,4,19.84,564.2,0,55,0
CUST_3087,5,47.77,626.0,1,42,18
CUST_3087,6,114.94,335.3,0,84,16
CUST_3087,7,93.07,549.0,0,67,8
CUST_3087,8,110.23,645.5,1,114,20
CUST_3087,9,14.58,739.7,0,116,24
CUST_3087,10,3.57,349.7,0,43,21
CUST_3087,11,24.77,320.9,0,55,36
CUST_3087,12,27.74,348.6,0,43,26
CUST_3088,1,28.06,611.8,0,38,2
CUST_3088,2,45.46,377.4,0,57,10
CUST_3088,3,62.83,638.8,0,21,9
CUST_3088,4,24.21,748.6,0,76,30
CUST_3088,5,49.68,626.0,0,107,21
CUST_3088,6,33.04,184.4,0,117,31
CUST_3088,7,32.4,305.3,0,31,28
CUST_3088,8,29.26,408.7,1,88,17
CUST_3088,9,10.62,101.0,0,93,27
CUST_3088,10,66.49,361.7,0,32,12
CUST_3088,11,17.38,350.5,0,92,5
CUST_3088,12,26.31,722.3,0,56,3
CUST_3089,1,8.03,470.8,0,33,7
CUST_3089,2,56.67,760.4,0,81,16
CUST_3089,3,96.25,479.6,0,65,39
CUST_3089,4,4.89,596.6,0,96,22
CUST_3089,5,20.46,800.0,0,113,37
CUST_3089,6,49.56,162.4,0,114,18
CUST_3089,7,10.98,515.1,0,92,28
CUST_3089,8,1.9,731.3,0,109,29
CUST_3089,9,19.29,796.0,0,31,31
CUST_3089,10,13.93,710.2,0,111,14
CUST_3089,11,16.54,201.6,1,34,26
CUST_3089,12,14.95,317.3,0,109,18
CUST_3090,1,18.37,757.9,1,31,36
CUST_3090,2,6.94,664.9,0,99,25
CUST_3090,3,31.58,487.6,0,108,31
CUST_3090,4,76.03,751.7,1,23,0
CUST_3090,5,43.63,118.0,0,111,0
CUST_3090,6,35.44,398.8,0,113,31
CUST_3090,7,11.5,336.3,0,25,16
CUST_3090,8,2.98,493.7,3,110,37
CUST_3090,9,7.54,595.8,1,65,10
CUST_3090,10,14.87,420.8,0,85,35
CUST_3090,11,15.78,129.3,0,104,27
CUST_3090,12,3.63,114.3,0,24,5
CUST_3091,1,28.64,357.4,0,71,17
CUST_3091,2,12.62,752.3,0,86,4
CUST_3091,3,4.37,547.9,1,25,17
CUST_3091,4,54.41,279.9,0,50,8
CUST_3091,5,0.16,339.9,0,84,29
CUST_3091,6,32.21,508.1,0,66,12
CUST_3091,7,3.19,136.8,0,72,36
CUST_3091,8,20.59,143.9,1,51,18
CUST_3091,9,6.52,721.2,0,88,8
CUST_3091,10,14.23,187.2,0,25,10
CUST_3091,11,7.96,433.2,0,65,4
CUST_3091,12,5.65,762.8,0,25,14
CUST_3092,1,78.57,605.6,1,28,36
CUST_3092,2,32.7,596.6,2,59,28
CUST_3092,3,17.88,443.8,0,62,31
CUST_3092,4,0.22,459.0,0,41,25
CUST_3092,5,38.08,784.3,0,116,28
CUST_3092,6,17.02,416.8,0,94,22
CUST_3092,7,39.65,195.0,0,77,25
CUST_3092,8,7.66,671.2,1,85,26
CUST_3092,9,12.77,481.7,0,26,22
CUST_3092,10,14.85,155.4,0,100,24
CUST_3092,11,65.8,281.4,1,48,35
CUST_3092,12,3.66,298.1,0,33,5
CUST_3093,1,56.27,476.6,0,65,7
CUST_3093,2,25.28,368.2,1,29,29
CUST_3093,3,46.0,739.7,0,65,21
CUST_3093,4,29.19,514.1,1,96,3
CUST_3093,5,61.22,209.4,0,103,3
CUST_3093,6,0.75,711.9,1,31,24
CUST_3093,7,18.84,596.9,1,60,14
CUST_3093,8,19.9,795.4,1,27,30
CUST_3093,9,9.6,502.8,0,76,10
CUST_3093,10,13.06,152.0,0,47,36
CUST_3093,11,22.78,665.1,1,59,21
CUST_3093,12,22.87,403.8,1,76,23
CUST_3094,1,0.55,506.8,0,22,30
CUST_3094,2,27.89,229.6,0,39,30
CUST_3094,3,2.36,479.7,0,24,2
CUST_3094,4,54.03,508.2,0,46,36
CUST_3094,5,59.97,681.2,0,45,11
CUST_3094,6,4.33,204.2,0,89,36
CUST_3094,7,46.56,628.8,1,27,28
CUST_3094,8,19.63,563.2,0,70,16
CUST_3094,9,2.63,719.2,0,81,20
CUST_3094,10,23.72,478.9,1,102,9
CUST_3094,11,65.3,792.2,0,27,4
CUST_3094,12,4.32,453.3,0,40,7
CUST_3095,1,163.05,568.6,0,48,18
CUST_3095,2,5.72,183.3,1,45,11
CUST_3095,3,11.3,254.3,0,80,21
CUST_3095,4,1.55,477.6,0,89,7
CUST_3095,5,25.49,432.8,0,28,17
CUST_3095,6,4.63,672.5,0,102,34
CUST_3095,7,19.18,507.2,1,92,25
CUST_3095,8,46.73,136.5,0,100,32
CUST_3095,9,10.49,771.4,0,46,11
CUST_3095,10,3.81,249.9,0,67,2
CUST_3095,11,157.3,275.4,1,70,18
CUST_3095,12,45.19,129.7,0,42,21
CUST_3096,1,9.14,290.5,0,101,11
CUST_3096,2,52.22,479.3,0,115,31
CUST_3096,3,68.6,324.3,3,48,13
CUST_3096,4,79.71,454.0,0,112,9
CUST_3096,5,12.55,540.4,0,40,34
CUST_3096,6,37.14,371.8,0,72,38
CUST_3096,7,59.25,446.4,1,50,1
CUST_3096,8,1.32,224.7,1,112,3
CUST_3096,9,46.7,269.8,0,82,24
CUST_3096,10,2.74,688.6,1,103,1
CUST_3096,11,11.79,314.9,1,111,23
CUST_3096,12,11.82,385.4,0,114,23
CUST_3097,1,6.69,732.5,1,84,26
CUST_3097,2,14.03,261.5,0,60,8
CUST_3097,3,31.91,526.9,0,100,13
CUST_3097,4,51.32,327.9,0,61,12
CUST_3097,5,55.47,180.6,2,114,19
CUST_3097,6,4.71,620.4,0,93,6
CUST_3097,7,49.31,394.8,0,86,2
CUST_3097,8,86.61,540.0,2,66,18
CUST_3097,9,26.37,545.4,0,22,35
CUST_3097,10,27.07,675.4,0,73,9
CUST_3097,11,26.93,338.8,1,117,34
CUST_3097,12,58.83,578.0,0,113,15
CUST_3098,1,57.98,165.6,0,60,3
CUST_3098,2,70.65,624.4,0,72,11
CUST_3098,3,20.38,627.7,0,112,27
CUST_3098,4,11.49,355.0,0,99,15
CUST_3098,5,5.07,249.8,0,79,10
CUST_3098,6,7.08,750.3,0,58,16
CUST_3098,7,61.42,212.3,0,76,31
CUST_3098,8,10.3,334.4,0,41,25
CUST_3098,9,0.63,744.0,2,74,38
CUST_3098,10,64.87,747.0,1,56,16
CUST_3098,11,42.63,328.3,0,53,31
CUST_3098,12,28.51,754.6,1,26,16
CUST_3099,1,37.71,514.9,1,56,25
CUST_3099,2,13.13,797.8,0,82,16
CUST_3099,3,0.39,222.3,0,23,35
CUST_3099,4,4.57,413.3,0,44,18
CUST_3099,5,15.69,384.2,0,72,8
CUST_3099,6,28.8,758.5,0,110,20
CUST_3099,7,11.67,578.4,0,107,20
CUST_3099,8,14.24,224.5,0,61,22
CUST_3099,9,137.6,228.9,0,68,15
CUST_3099,10,1.49,229.2,0,98,10
CUST_3099,11,26.69,276.9,0,116,22
CUST_3099,12,20.46,604.0,0,62,28
CUST_3100,1,18.21,443.5,0,97,8
CUST_3100,2,119.51,173.0,0,65,2
CUST_3100,3,45.45,305.7,0,26,16
CUST_3100,4,40.98,274.3,0,67,23
CUST_3100,5,30.97,795.9,0,50,32
CUST_3100,6,5.84,288.8,0,25,30
CUST_3100,7,19.1,100.5,0,109,0
CUST_3100,8,24.05,456.7,0,39,14
CUST_3100,9,0.18,329.9,0,67,23
CUST_3100,10,7.68,372.7,0,27,30
CUST_3100,11,31.74,683.0,1,56,28
CUST_3100,12,4.91,482.3,0,24,1
CUST_3101,1,4.57,752.1,0,72,25
CUST_3101,2,22.85,258.2,0,47,21
CUST_3101,3,33.1,355.7,0,49,30
CUST_3101,4,13.8,744.7,0,114,32
CUST_3101,5,38.82,713.3,0,36,39
CUST_3101,6,11.2,153.9,0,79,38
CUST_3101,7,65.85,192.2,0,64,38
CUST_3101,8,6.74,467.2,0,86,21
CUST_3101,9,8.11,109.6,1,65,2
CUST_3101,10,12.15,346.9,1,90,10
CUST_3101,11,3.24,475.5,0,82,24
CUST_3101,12,1.24,771.4,0,114,25
CUST_3102,1,9.73,794.1,0,42,30
CUST_3102,2,17.87,252.5,0,112,15
CUST_3102,3,171.87,640.5,1,33,3
CUST_3102,4,60.87,523.3,0,56,29
CUST_3102,5,9.49,790.8,1,48,31
CUST_3102,6,56.08,506.7,0,33,4
CUST_3102,7,21.44,193.6,1,32,2
CUST_3102,8,14.11,591.7,0,86,9
CUST_3102,9,4.6,600.3,0,29,26
CUST_3102,10,3.77,761.7,0,100,23
CUST_3102,11,34.79,631.0,0,60,27
CUST_3102,12,43.18,540.3,1,37,30
CUST_3103,1,53.45,781.7,1,52,31
CUST_3103,2,4.35,590.2,0,20,16
CUST_3103,3,19.62,372.1,1,79,12
CUST_3103,4,7.18,532.8,0,24,34
CUST_3103,5,38.13,777.5,0,93,7
CUST_3103,6,7.61,160.3,0,65,8
CUST_3103,7,4.27,159.0,0,86,20
CUST_3103,8,56.2,530.6,0,52,36
CUST_3103,9,15.53,167.4,0,86,38
CUST_3103,10,43.15,119.1,1,110,28
CUST_3103,11,2.48,673.8,0,30,38
CUST_3103,12,2.97,504.3,0,66,16
CUST_3104,1,41.23,325.1,0,51,3
CUST_3104,2,15.06,405.0,0,34,38
CUST_3104,3,48.54,249.1,0,113,39
CUST_3104,4,26.37,595.4,2,26,25
CUST_3104,5,0.83,280.8,0,77,20
CUST_3104,6,18.19,247.0,0,96,0
CUST_3104,7,10.09,336.9,0,92,7
CUST_3104,8,34.76,461.6,1,31,0
CUST_3104,9,37.77,198.3,0,47,8
CUST_3104,10,36.98,405.7,1,45,15
CUST_3104,11,1.43,107.1,0,21,13
CUST_3104,12,10.61,376.7,0,58,29
CUST_3105,1,65.19,617.3,0,44,11
CUST_3105,2,97.07,582.0,0,31,11
CUST_3105,3,34.67,103.2,2,34,10
CUST_3105,4,4.17,717.2,0,40,4
CUST_3105,5,44.8,366.3,0,119,5
CUST_3105,6,12.96,442.6,0,70,36
CUST_3105,7,113.62,554.0,1,20,11
CUST_3105,8,83.93,704.7,0,79,0
CUST_3105,9,10.4,286.3,0,84,13
CUST_3105,10,6.67,231.7,0,49,14
CUST_3105,11,30.75,412.3,0,26,2
CUST_3105,12,25.65,256.0,0,69,22
CUST_3106,1,43.32,168.8,2,25,1
CUST_3106,2,4.5,652.1,0,69,11
CUST_3106,3,32.88,211.5,2,115,13
CUST_3106,4,17.93,336.4,1,80,15
CUST_3106,5,44.08,255.0,0,35,0
CUST_3106,6,1.74,454.2,0,30,5
CUST_3106,7,30.77,702.9,0,116,11
CUST_3106,8,33.99,677.5,1,102,25
CUST_3106,9,21.78,204.0,2,63,10
CUST_3106,10,39.92,592.0,0,64,32
CUST_3106,11,4.86,511.2,0,104,13
CUST_3106,12,1.49,171.5,0,114,26
CUST_3107,1,2.75,368.3,0,97,20
CUST_3107,2,109.75,433.5,1,99,27
CUST_3107,3,72.16,186.4,1,54,33
CUST_3107,4,18.88,365.5,0,60,2
CUST_3107,5,27.05,215.5,0,73,6
CUST_3107,6,12.59,659.8,0,117,24
CUST_3107,7,3.56,798.2,0,84,29
CUST_3107,8,22.06,545.2,0,95,15
CUST_3107,9,48.2,541.0,0,86,24
CUST_3107,10,25.81,699.9,0,76,11
CUST_3107,11,11.36,662.5,0,86,10
CUST_3107,12,42.41,405.6,0,78,11
CUST_3108,1,2.05,335.9,0,69,10
CUST_3108,2,14.19,362.0,1,107,30
CUST_3108,3,11.49,299.2,0,34,25
CUST_3108,4,24.82,674.2,1,87,2
CUST_3108,5,13.6,372.3,1,77,23
CUST_3108,6,10.19,202.4,0,91,12
CUST_3108,7,3.07,301.5,0,60,28
CUST_3108,8,38.92,597.2,0,37,35
CUST_3108,9,41.61,665.5,0,99,37
CUST_3108,10,59.59,165.6,0,62,35
CUST_3108,11,15.35,157.2,0,84,22
CUST_3108,12,41.35,400.3,0,109,27
CUST_3109,1,17.27,710.3,0,36,32
CUST_3109,2,23.77,403.3,2,111,35
CUST_3109,3,10.81,188.4,0,62,29
CUST_3109,4,20.94,306.1,0,102,36
CUST_3109,5,14.88,448.3,1,39,12
CUST_3109,6,100.0,686.2,0,46,33
CUST_3109,7,2.36,258.5,0,52,32
CUST_3109,8,9.46,268.0,0,106,0
CUST_3109,9,33.12,200.2,0,47,5
CUST_3109,10,2.7,616.9,0,72,20
CUST_3109,11,26.95,315.3,1,98,5
CUST_3109,12,45.27,113.7,0,24,11
CUST_3110,1,4.15,578.4,1,64,13
CUST_3110,2,23.06,544.4,0,75,26
CUST_3110,3,17.38,285.7,0,119,21
CUST_3110,4,7.74,162.9,1,31,25
CUST_3110,5,13.9,768.5,0,114,9
CUST_3110,6,75.86,606.5,2,67,37
CUST_3110,7,12.52,437.2,0,48,5
CUST_3110,8,0.97,159.3,0,103,25
CUST_3110,9,23.12,259.9,0,98,38
CUST_3110,10,91.91,674.0,0,94,5
CUST_3110,11,22.06,154.7,0,86,19
CUST_3110,12,21.48,212.2,0,113,21
CUST_3111,1,10.95,306.7,0,78,22
CUST_3111,2,66.53,474.4,1,51,18
CUST_3111,3,7.6,347.0,0,46,10
CUST_3111,4,11.19,238.3,1,118,4
CUST_3111,5,64.82,298.8,1,48,26
CUST_3111,6,50.26,169.8,0,81,36
CUST_3111,7,0.82,717.8,1,112,16
CUST_3111,8,24.75,548.8,0,45,28
CUST_3111,9,19.52,696.7,0,77,33
CUST_3111,10,25.85,263.7,0,78,19
CUST_3111,11,0.86,428.3,1,61,0
CUST_3111,12,34.48,372.9,0,82,33
CUST_3112,1,1.22,679.0,0,89,31
CUST_3112,2,9.06,737.4,0,71,23
CUST_3112,3,47.74,631.9,0,73,32
CUST_3112,4,88.03,511.4,0,78,9
CUST_3112,5,53.63,664.8,1,82,10
CUST_3112,6,49.29,277.5,0,47,25
CUST_3112,7,6.97,689.8,0,55,31
CUST_3112,8,3.98,158.0,0,28,37
CUST_3112,9,8.78,531.7,0,117,8
CUST_3112,10,2.57,401.1,0,53,11
CUST_3112,11,13.55,174.8,0,91,17
CUST_3112,12,21.39,345.7,0,74,4
CUST_3113,1,41.69,162.6,0,106,0
CUST_3113,2,19.75,337.2,0,107,34
CUST_3113,3,9.69,267.9,0,48,2
CUST_3113,4,17.91,295.4,1,21,4
CUST_3113,5,9.42,248.7,1,103,14
CUST_3113,6,11.29,128.2,0,115,19
CUST_3113,7,9.01,231.9,1,31,14
CUST_3113,8,48.45,147.8,0,74,21
CUST_3113,9,75.87,452.1,1,91,32
CUST_3113,10,22.17,154.9,0,81,25
CUST_3113,11,3.69,570.7,0,105,24
CUST_3113,12,12.01,640.4,0,108,39
CUST_3114,1,19.55,533.3,0,48,9
CUST_3114,2,45.55,521.0,0,63,22
CUST_3114,3,154.48,479.0,0,31,18
CUST_3114,4,7.81,566.8,0,89,23
CUST_3114,5,11.56,536.9,1,40,3
CUST_3114,6,32.29,199.2,0,76,2
CUST_3114,7,6.06,164.0,0,48,32
CUST_3114,8,3.22,157.1,0,96,21
CUST_3114,9,4.51,480.2,2,118,31
CUST_3114,10,12.08,351.9,0,40,12
CUST_3114,11,35.53,315.8,0,79,28
CUST_3114,12,31.61,212.2,0,61,24
CUST_3115,1,73.48,796.0,0,46,21
CUST_3115,2,16.92,261.2,0,86,20
CUST_3115,3,14.3,422.3,0,37,20
CUST_3115,4,16.26,625.5,0,79,25
CUST_3115,5,0.56,714.6,0,59,1
CUST_3115,6,42.9,379.9,0,68,8
CUST_3115,7,19.33,556.5,0,78,37
CUST_3115,8,32.05,169.0,2,71,20
CUST_3115,9,42.82,508.5,0,119,30
CUST_3115,10,20.67,597.9,0,78,17
CUST_3115,11,42.59,442.5,0,100,12
CUST_3115,12,19.52,655.0,0,54,31
CUST_3116,1,0.5,454.9,0,83,0
CUST_3116,2,10.83,737.9,0,67,32
CUST_3116,3,4.46,386.3,0,64,38
CUST_3116,4,10.37,559.0,0,46,28
CUST_3116,5,7.05,115.8,0,78,15
CUST_3116,6,15.3,345.3,0,74,18
CUST_3116,7,46.21,351.2,0,73,26
CUST_3116,8,24.95,409.3,0,68,23
CUST_3116,9,17.87,661.6,0,31,13
CUST_3116,10,9.42,191.2,0,116,16
CUST_3116,11,0.62,585.0,0,50,31
CUST_3116,12,78.93,132.6,0,119,28
CUST_3117,1,44.85,489.9,1,24,7
CUST_3117,2,0.26,640.8,0,103,11
CUST_3117,3,12.63,766.2,0,116,3
CUST_3117,4,37.84,193.9,0,59,32
CUST_3117,5,42.92,236.9,1,83,19
CUST_3117,6,21.67,266.7,0,79,9
CUST_3117,7,0.41,236.0,0,38,1
CUST_3117,8,13.76,442.2,0,32,3
CUST_3117,9,0.19,380.6,0,32,32
CUST_3117,10,12.73,420.2,0,42,8
CUST_3117,11,4.89,165.1,0,101,16
CUST_3117,12,3.28,350.1,0,56,24
CUST_3118,1,1.75,442.7,1,115,36
CUST_3118,2,11.95,690.8,1,83,15
CUST_3118,3,56.52,321.3,2,113,23
CUST_3118,4,26.18,438.0,0,30,31
