customer_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
CUST_3815,111.22,106.86,100.44,120.75,106.25,94.49,94.49,106.07,112.73,111.91,107.28,112.98
CUST_3816,121.32,93.38,102.62,102.36,98.47,107.07,99.01,96.35,113.55,101.57,119.4,92.62
CUST_3817,104.14,115.65,123.51,106.47,124.34,118.59,107.29,121.95,119.2,131.84,109.79,115.52
CUST_3818,99.65,96.39,92.82,98.58,98.57,94.03,80.78,91.18,85.34,77.17,85.55,90.09
CUST_3819,91.4,105.2,98.19,89.21,97.09,96.15,104.37,85.12,90.82,84.64,96.69,79.48
CUST_3820,60.18,46.52,51.05,54.71,53.35,71.79,49.84,57.71,55.95,48.07,45.3,68.19
CUST_3821,123.01,113.17,99.36,110.75,118.58,113.3,112.73,98.64,113.13,124.11,102.85,116.89
CUST_3822,68.43,68.5,51.0,72.91,57.37,63.53,46.99,49.98,54.72,51.85,54.62,67.25
CUST_3823,48.51,60.45,44.03,35.13,49.54,49.34,51.01,56.32,59.67,51.33,41.98,56.48
CUST_3824,56.06,58.07,68.57,49.23,61.7,65.89,43.55,44.6,65.05,43.79,42.56,57.7
CUST_3825,85.27,83.3,101.24,86.84,78.85,99.09,101.79,104.95,81.29,95.14,88.35,80.36
CUST_3826,124.85,115.49,113.79,124.95,129.02,107.41,128.42,103.76,108.74,112.67,109.43,112.55
CUST_3827,68.79,61.66,85.18,74.87,62.05,61.73,77.11,72.48,58.12,58.21,58.33,84.07
CUST_3828,46.01,56.99,48.17,46.1,62.6,55.02,39.09,53.21,48.17,34.86,53.69,46.99
CUST_3829,57.43,65.41,78.15,76.97,79.08,55.06,61.01,74.92,66.8,69.47,55.24,78.95
CUST_3830,48.43,47.78,44.1,43.2,21.32,33.98,23.51,32.6,47.92,31.99,45.28,37.04
CUST_3831,83.5,80.41,68.43,68.62,89.28,86.01,78.22,83.24,83.01,80.46,92.08,69.11
CUST_3832,87.66,109.65,98.12,85.69,88.58,94.59,99.3,88.97,104.66,95.84,105.63,83.57
CUST_3833,78.88,68.93,61.87,81.59,63.83,77.34,71.2,70.9,77.8,69.01,89.59,70.68
CUST_3834,34.3,49.05,46.84,44.67,48.82,38.14,61.91,53.21,61.4,44.36,62.57,59.53
CUST_3835,102.16,89.63,96.14,93.6,106.93,94.85,106.98,109.37,90.79,95.16,84.71,102.73
CUST_3836,119.18,103.78,127.06,108.69,128.24,105.25,130.09,132.37,120.24,130.34,124.31,113.18
CUST_3837,94.29,80.48,88.41,85.07,89.53,85.62,103.24,108.96,92.92,81.2,81.25,107.78
CUST_3838,56.05,54.43,53.91,37.24,41.72,41.3,37.77,48.27,42.59,49.15,64.27,63.02
CUST_3839,24.34,28.66,41.13,45.27,37.69,27.72,27.89,44.95,49.55,22.46,39.89,40.61
CUST_3840,49.12,47.81,65.95,49.02,48.43,49.62,67.12,52.25,72.78,72.05,49.93,56.49
CUST_3841,59.78,67.78,44.58,45.4,66.56,62.55,60.23,49.23,46.47,59.83,60.46,40.23
CUST_3842,60.43,65.43,44.27,53.69,41.93,65.23,48.78,62.41,63.63,56.47,66.8,56.47
CUST_3843,115.81,118.2,127.84,114.84,111.4,106.99,107.87,111.99,115.33,116.75,109.94,117.59
CUST_3844,110.03,112.64,107.67,100.79,94.25,99.92,109.0,116.8,113.17,107.38,100.99,104.17
CUST_3845,92.04,93.54,87.89,70.95,89.71,75.02,71.8,71.63,93.56,86.11,86.78,93.9
CUST_3846,123.44,136.73,113.42,130.98,121.09,116.32,122.5,139.75,121.77,137.99,127.37,125.15
CUST_3847,119.45,118.8,107.74,126.36,105.76,111.34,119.24,124.12,116.06,113.84,112.65,99.64
CUST_3848,111.1,115.13,113.8,138.32,133.6,134.92,127.93,117.73,113.34,137.99,138.88,119.32
CUST_3849,105.95,86.72,95.42,86.56,100.93,100.18,85.56,104.38,87.41,99.68,88.81,90.23
CUST_3850,87.6,105.94,98.92,88.41,99.48,115.48,101.36,108.76,97.87,104.68,88.41,93.85
CUST_3851,37.51,45.51,27.18,26.46,23.63,52.67,26.28,42.21,31.21,34.63,50.52,37.63
CUST_3852,111.33,115.24,118.28,119.13,109.4,133.92,108.1,107.83,117.71,128.7,128.05,125.65
CUST_3853,40.87,47.24,35.96,55.56,46.46,54.61,36.76,52.08,54.75,55.72,36.07,45.89
CUST_3854,95.12,71.51,87.0,93.35,74.91,82.93,91.32,93.46,72.46,78.29,82.41,87.96
CUST_3855,67.47,77.97,66.52,70.7,70.38,72.17,66.34,72.27,75.44,60.2,79.47,62.48
CUST_3856,117.27,95.37,104.09,100.25,108.54,107.72,103.82,93.28,98.92,98.03,96.15,117.51
CUST_3857,49.0,55.83,39.04,42.36,59.29,57.46,51.83,63.66,59.89,66.72,51.23,42.52
CUST_3858,89.91,89.9,107.83,99.04,110.77,107.62,99.35,98.2,103.81,115.39,89.22,103.84
CUST_3859,125.64,122.36,119.14,102.26,117.72,112.85,117.88,104.76,118.83,113.33,118.79,116.05
CUST_3860,59.82,51.21,48.54,44.51,58.67,49.09,39.09,35.11,56.65,36.01,35.72,43.43
CUST_3861,65.13,60.05,71.66,55.86,73.03,51.32,53.38,60.48,46.71,54.6,55.35,71.18
CUST_3862,49.84,50.81,59.46,60.0,57.86,57.51,41.24,40.28,56.78,61.63,63.92,52.08
CUST_3863,54.37,53.53,63.12,55.9,62.94,60.79,42.51,40.13,47.07,66.68,66.97,52.64
CUST_3864,42.83,51.88,52.33,38.84,34.49,43.72,40.36,41.1,48.26,42.74,49.2,49.07
CUST_3865,125.21,119.91,109.24,130.4,111.89,107.26,129.1,119.03,120.32,130.98,109.76,117.82
CUST_3866,36.55,59.83,40.67,58.79,32.69,41.05,34.28,49.05,47.41,52.76,57.2,58.97
CUST_3867,119.92,122.78,109.86,119.07,100.02,125.3,117.28,102.6,96.1,116.3,124.25,120.71
CUST_3868,73.26,89.28,100.41,73.48,85.75,77.64,72.96,83.7,85.78,71.58,97.48,85.04
CUST_3869,105.37,90.72,103.32,97.4,89.97,111.05,95.42,90.68,95.21,111.0,100.14,88.25
CUST_3870,77.53,71.1,73.7,87.66,81.12,90.68,74.08,73.98,77.7,76.62,63.61,89.27
CUST_3871,73.57,57.77,65.16,60.08,48.56,72.95,49.57,51.05,73.32,50.13,75.59,71.91
CUST_3872,114.58,112.63,99.44,118.41,106.29,121.84,102.11,108.6,98.11,122.06,122.58,123.03
CUST_3873,60.35,56.7,75.0,71.74,59.33,57.52,58.81,65.51,50.98,52.44,60.23,69.97
CUST_3874,69.13,61.84,57.71,66.15,84.16,65.62,80.22,62.16,79.59,60.18,83.51,61.63
CUST_3875,65.57,72.98,62.54,48.56,67.84,52.88,75.04,70.85,67.34,77.69,66.73,51.53
CUST_3876,101.25,91.53,104.22,109.66,110.17,85.83,89.72,82.45,81.74,85.74,109.44,109.63
CUST_3877,115.09,113.8,133.44,121.91,135.39,111.42,115.3,106.41,133.04,112.69,124.81,133.79
CUST_3878,93.59,97.75,88.53,88.4,93.31,79.39,74.4,89.35,79.48,97.92,78.17,82.25
CUST_3879,37.6,30.82,33.64,41.16,54.53,30.91,37.98,30.84,51.76,44.46,50.44,40.85
CUST_3880,21.03,41.3,47.62,36.94,38.68,41.15,40.43,32.36,22.29,23.06,24.2,27.22
CUST_3881,101.0,107.15,94.62,95.6,91.86,92.54,94.84,114.22,92.09,98.64,102.15,103.43
CUST_3882,83.68,87.73,70.39,73.26,65.34,68.32,83.83,93.1,94.73,83.65,77.77,71.75
CUST_3883,101.43,96.02,73.55,89.02,100.86,92.65,76.51,93.07,100.65,90.6,81.68,96.09
CUST_3884,120.63,115.75,126.49,114.6,113.71,98.14,124.36,115.97,98.6,100.79,99.74,97.41
CUST_3885,86.53,85.84,105.49,98.38,87.8,100.32,87.02,84.08,91.82,98.89,105.14,105.8
CUST_3886,50.98,76.07,68.06,61.09,71.72,62.41,59.26,67.06,54.13,75.21,70.89,72.62
CUST_3887,57.46,70.5,53.53,56.59,67.68,64.51,47.61,47.61,63.87,61.08,62.36,56.4
CUST_3888,81.72,84.47,92.64,99.42,101.72,81.89,86.09,94.28,89.06,108.62,85.25,102.9
CUST_3889,104.81,107.26,105.19,101.12,102.5,115.41,103.1,129.61,118.0,123.96,108.67,128.26
CUST_3890,98.28,105.63,92.08,107.22,114.39,99.15,107.78,116.44,108.0,102.64,97.93,98.58
CUST_3891,123.97,124.88,111.6,121.6,109.63,110.35,114.56,120.39,131.11,119.15,114.57,107.94
CUST_3892,110.11,97.05,98.63,106.31,85.68,98.74,92.18,93.61,100.04,106.91,110.12,107.3
CUST_3893,55.92,27.25,52.35,30.89,42.43,56.13,36.69,45.18,32.93,31.59,34.26,30.56
CUST_3894,44.19,64.88,52.48,50.6,67.56,73.87,66.54,47.26,53.54,68.82,69.19,61.53
CUST_3895,92.67,81.98,67.0,69.28,81.08,69.29,87.9,65.72,83.89,89.5,92.47,88.51
CUST_3896,75.91,83.96,82.38,66.71,78.29,86.4,63.56,68.5,84.1,73.21,56.83,67.54
CUST_3897,101.29,126.37,109.34,106.76,113.55,102.55,114.82,118.04,124.67,110.52,109.93,112.71
CUST_3898,129.04,111.17,132.85,117.3,108.95,119.5,130.42,130.29,123.96,126.45,131.77,113.89
CUST_3899,107.33,89.53,93.73,97.53,98.58,83.22,103.78,85.18,95.11,102.53,103.64,93.68
CUST_3900,92.46,87.77,86.01,97.91,92.22,90.75,95.31,80.43,79.83,81.78,85.65,97.7
CUST_3901,95.99,121.72,125.17,113.93,105.07,106.91,112.48,97.25,124.5,100.67,108.2,103.89
CUST_3902,112.14,117.89,117.07,137.64,120.62,132.92,124.04,112.55,115.72,134.11,136.71,129.46
CUST_3903,121.9,104.14,113.09,118.08,93.03,96.86,120.02,111.73,120.67,122.0,99.07,102.74
CUST_3904,47.1,44.78,52.68,32.37,41.53,37.45,43.65,38.97,41.59,51.56,48.87,51.49
CUST_3905,94.66,100.74,103.04,84.88,91.29,86.6,91.57,84.18,86.56,98.84,87.12,90.89
CUST_3906,63.68,47.07,68.11,70.66,55.22,55.0,68.12,75.6,51.02,73.39,53.92,67.06
CUST_3907,105.5,103.6,87.6,87.06,84.04,87.54,95.48,83.85,100.92,100.89,83.51,91.88
CUST_3908,50.34,63.11,44.48,37.15,44.95,57.37,44.3,49.25,39.76,41.53,35.64,62.56
CUST_3909,121.64,113.22,104.92,100.44,112.21,118.19,119.09,126.47,110.96,104.4,100.74,97.2
CUST_3910,96.41,104.2,97.3,92.85,114.85,117.47,118.97,107.16,103.35,101.7,113.41,93.7
CUST_3911,44.11,40.48,43.75,48.51,57.51,58.22,39.37,45.66,35.02,37.84,61.05,58.95
CUST_3912,134.3,130.12,115.58,132.48,116.19,110.67,122.13,128.5,130.54,126.04,115.93,122.12
CUST_3913,70.87,64.53,60.88,75.64,48.97,58.32,49.56,65.67,49.71,64.84,50.7,66.74
CUST_3914,103.69,108.19,109.68,107.93,102.4,93.24,114.17,87.61,89.31,104.91,93.96,101.32
CUST_3915,49.9,43.58,51.1,44.28,55.62,33.09,54.41,44.02,39.56,37.24,58.7,42.71
CUST_3916,65.96,54.4,56.81,65.56,63.81,40.69,41.15,63.69,43.84,68.42,61.07,64.43
CUST_3917,90.39,83.44,98.68,89.75,82.28,101.47,84.83,82.77,94.56,106.53,100.29,88.06
CUST_3918,111.52,115.26,111.2,100.7,94.38,97.12,107.61,102.91,112.6,113.12,95.61,113.32
CUST_3919,86.51,80.47,76.02,71.33,77.23,93.29,86.88,91.85,68.05,81.42,93.79,85.66
CUST_3920,99.54,122.49,122.58,97.63,101.84,109.81,111.52,120.5,125.38,95.97,118.09,96.1
CUST_3921,55.27,29.06,50.08,40.62,37.19,34.12,35.48,57.23,44.5,29.36,32.6,39.88
CUST_3922,111.79,99.17,118.64,106.93,97.08,107.23,114.26,100.8,96.73,118.23,117.75,114.48
CUST_3923,55.93,37.46,50.76,55.23,48.98,36.06,53.34,38.85,36.83,32.46,48.73,55.49
CUST_3924,104.1,83.55,98.14,97.3,87.92,108.93,94.74,98.88,101.79,106.04,82.29,103.36
CUST_3925,70.95,66.55,65.62,73.31,63.52,63.91,66.46,74.58,85.1,78.91,76.82,70.79
CUST_3926,111.76,93.83,92.58,101.67,99.54,97.27,91.06,98.15,98.98,100.88,97.23,85.9
CUST_3927,32.78,42.81,25.32,48.77,48.88,50.44,45.92,40.0,45.68,45.32,48.18,33.19
CUST_3928,55.38,44.8,50.03,43.19,43.85,61.44,55.79,59.84,47.49,50.53,56.26,42.62
CUST_3929,59.9,39.13,48.36,59.64,62.3,39.16,59.0,42.65,44.3,42.72,44.81,58.03
CUST_3930,35.01,52.45,61.34,42.94,45.07,46.64,55.33,51.57,36.05,45.29,55.89,34.39
CUST_3931,85.6,89.6,89.81,72.53,98.35,99.23,85.19,79.87,80.54,84.61,89.09,98.46
CUST_3932,114.75,127.66,108.94,123.74,130.03,104.09,112.88,110.66,107.99,120.09,129.7,129.53
CUST_3933,111.83,94.17,121.45,120.62,122.71,118.37,108.08,101.92,118.14,98.61,119.13,109.33
CUST_3934,24.44,27.99,35.15,49.94,37.58,42.49,46.8,28.25,41.86,23.7,28.58,38.99
CUST_3935,66.59,72.13,83.16,75.21,93.83,73.29,86.52,69.77,83.73,91.91,78.18,79.08
CUST_3936,97.58,99.68,95.56,91.87,90.01,84.19,102.26,93.25,96.42,80.47,97.61,86.52
CUST_3937,105.78,114.14,127.34,111.82,102.33,115.21,112.64,108.26,120.99,116.08,124.02,125.92
CUST_3938,88.74,72.06,79.86,86.85,68.79,68.34,84.78,90.68,81.32,74.67,77.23,71.5
CUST_3939,127.73,129.51,105.24,115.75,106.52,119.02,116.74,106.27,115.58,112.93,116.95,119.06
CUST_3940,52.71,81.41,78.89,54.34,76.41,60.98,55.67,72.3,61.47,80.83,60.92,73.16
CUST_3941,79.17,71.38,75.25,62.74,90.03,88.93,77.62,79.0,86.01,87.64,84.34,73.85
CUST_3942,99.55,104.31,114.83,110.68,116.44,102.18,113.24,103.11,102.58,110.63,120.34,114.22
CUST_3943,39.41,36.08,51.46,40.7,53.03,53.8,45.3,38.97,49.59,44.31,53.37,42.55
CUST_3944,47.01,68.19,70.65,42.53,46.91,67.4,57.58,45.0,69.23,51.5,58.82,59.07
CUST_3945,58.1,64.07,79.08,58.89,75.14,53.34,53.65,52.87,71.94,66.02,55.18,60.17
CUST_3946,82.69,97.56,80.21,90.08,91.05,68.36,83.12,92.49,80.92,76.53,86.67,90.37
CUST_3947,97.68,113.24,91.04,111.74,101.67,111.85,91.98,108.72,87.78,86.34,106.85,102.52
CUST_3948,94.27,118.86,115.75,108.16,100.83,123.34,122.1,116.25,100.05,104.8,108.08,110.22
CUST_3949,59.93,53.33,44.21,62.34,53.56,51.24,67.56,46.27,60.9,58.12,56.55,60.71
CUST_3950,86.93,102.6,96.91,112.86,105.13,95.14,93.42,109.97,112.68,113.24,89.34,98.53
CUST_3951,28.39,42.65,25.69,42.89,33.15,46.1,49.52,48.78,50.79,42.98,48.22,40.9
CUST_3952,99.91,98.04,114.01,102.65,94.89,107.49,93.84,110.89,100.14,113.59,113.99,91.97
CUST_3953,70.78,65.26,60.78,63.64,43.05,59.56,59.07,52.69,70.82,65.29,68.44,60.05
CUST_3954,54.37,49.23,62.17,54.42,62.85,47.17,62.1,72.86,50.32,64.62,64.5,72.3
CUST_3955,100.09,88.23,105.08,96.88,110.3,90.89,94.05,94.04,115.84,99.25,108.26,114.54
CUST_3956,67.23,74.82,52.41,54.92,53.56,63.61,78.03,54.43,56.3,61.82,70.88,56.5
CUST_3957,47.24,28.98,38.21,45.9,51.79,46.12,46.36,47.06,35.32,44.79,45.94,35.36
CUST_3958,47.21,26.65,50.53,46.85,45.27,51.1,32.76,33.57,50.26,24.82,24.46,41.61
CUST_3959,118.75,118.61,114.32,113.52,93.0,97.3,108.96,105.03,113.26,104.79,101.3,103.42
CUST_3960,58.54,28.82,56.22,30.94,39.62,34.58,35.72,48.33,30.9,39.18,51.86,51.9
CUST_3961,44.55,68.97,67.32,49.92,49.09,50.02,52.76,63.0,66.43,51.23,60.39,65.22
CUST_3962,50.39,54.97,72.99,68.52,63.63,72.95,72.72,50.59,59.97,61.26,49.51,72.35
CUST_3963,65.93,74.36,69.45,90.99,64.76,66.23,73.98,85.45,69.33,85.76,92.17,76.71
CUST_3964,55.93,44.47,46.51,51.38,45.87,56.01,57.39,51.41,53.01,52.14,58.88,44.71
CUST_3965,68.55,55.51,62.75,56.58,62.67,59.33,78.76,63.26,66.61,78.53,72.43,75.41
CUST_3966,114.43,95.05,95.96,98.07,115.71,114.92,100.18,116.36,112.4,99.58,118.97,108.34
CUST_3967,89.61,88.99,102.45,84.81,94.54,103.97,106.11,97.02,97.4,102.01,101.49,93.67
CUST_3968,84.85,100.85,107.64,97.46,98.07,92.77,113.62,95.25,99.06,99.79,99.02,87.89
CUST_3969,39.13,61.41,48.88,43.79,68.11,50.94,54.08,60.69,39.81,58.87,48.15,47.9
CUST_3970,70.38,73.23,59.38,52.73,52.77,51.65,67.45,72.31,64.25,46.09,73.27,65.98
CUST_3971,91.3,88.28,66.28,74.0,69.36,91.36,75.8,77.14,66.22,82.92,84.25,86.41
CUST_3972,91.28,107.87,93.87,91.09,88.85,110.85,92.14,105.02,89.35,92.83,108.96,115.43
CUST_3973,73.53,74.38,67.71,66.58,57.32,77.71,75.72,52.29,62.02,56.84,55.53,50.24
CUST_3974,81.92,82.42,86.66,74.52,89.76,81.77,73.15,75.65,94.58,93.15,88.43,73.81
CUST_3975,45.87,52.6,46.69,67.02,71.85,71.06,46.97,56.46,67.88,61.08,60.28,50.56
CUST_3976,110.51,113.62,109.67,92.5,105.65,93.05,114.25,95.25,100.85,118.18,99.45,119.31
CUST_3977,102.84,111.65,119.5,99.44,108.75,113.94,99.6,111.57,108.64,119.38,99.28,95.43
CUST_3978,85.82,98.59,86.55,87.53,104.66,77.29,82.23,103.54,83.03,96.91,79.67,81.66
CUST_3979,131.67,121.99,120.56,132.43,130.44,105.78,109.61,127.73,131.56,129.8,126.61,127.91
CUST_3980,79.13,72.65,73.79,77.83,82.48,86.25,79.74,84.77,101.91,84.11,99.05,98.25
CUST_3981,57.98,54.41,77.21,82.48,59.37,74.96,66.13,58.4,65.97,52.7,82.49,70.9
CUST_3982,64.4,50.43,70.77,65.0,50.92,55.2,54.1,60.64,60.54,52.23,64.76,62.1
CUST_3983,126.13,100.24,113.11,103.78,98.94,121.03,120.0,113.26,122.18,126.39,121.49,117.08
CUST_3984,82.66,78.64,70.37,76.32,86.85,83.56,78.24,71.24,83.58,82.45,67.79,79.06
CUST_3985,43.63,65.27,58.33,49.58,63.13,47.56,59.19,36.83,36.04,37.42,58.62,47.97
CUST_3986,79.07,83.26,94.37,69.67,74.66,77.91,80.3,87.92,96.14,94.39,92.95,72.03
CUST_3987,85.35,95.43,103.98,107.63,89.99,93.97,82.25,90.94,94.07,79.3,88.62,87.27
CUST_3988,72.38,86.86,72.17,90.33,89.09,86.43,81.85,90.96,98.04,97.45,97.8,92.92
CUST_3989,88.91,85.84,98.78,72.36,81.14,78.55,78.76,88.6,83.16,86.55,99.24,98.54
CUST_3990,113.16,133.43,122.79,114.04,106.48,121.5,104.45,108.43,114.68,108.47,132.03,105.44
CUST_3991,113.37,113.75,104.36,126.57,103.62,121.45,117.77,116.97,113.32,105.95,108.83,101.45
CUST_3992,122.76,102.14,104.56,110.16,109.93,104.18,101.32,98.83,109.56,99.92,99.51,113.59
CUST_3993,70.41,53.0,79.99,72.93,72.69,69.49,62.76,64.22,55.32,67.61,69.86,77.02
CUST_3994,37.03,37.72,54.16,65.08,37.18,37.31,48.37,48.77,40.45,65.83,61.88,62.16
CUST_3995,60.14,59.93,64.13,65.67,68.09,68.32,68.81,76.28,82.37,61.29,57.58,85.31
CUST_3996,80.32,84.12,82.3,70.01,83.77,73.67,65.36,63.25,70.95,79.75,64.99,89.72
CUST_3997,37.5,57.8,51.37,32.39,47.32,43.72,47.28,56.39,45.56,56.16,57.88,33.28
CUST_3998,56.73,57.16,46.73,46.51,46.91,32.81,44.05,32.52,50.03,42.26,38.98,34.18
CUST_3999,105.3,103.85,114.12,120.24,105.6,126.96,116.73,104.57,109.18,114.34,121.84,118.94
CUST_4000,122.81,98.77,123.27,111.08,97.81,113.29,100.32,119.88,109.77,119.09,122.78,123.77
CUST_4001,81.42,81.42,83.41,58.37,83.69,69.06,81.27,71.1,68.54,78.12,71.98,83.13
CUST_4002,120.76,118.82,107.98,104.87,96.13,125.16,102.69,119.51,103.68,97.18,115.09,102.79
CUST_4003,108.93,96.34,89.55,99.49,83.77,86.29,85.11,103.9,81.33,91.7,82.57,99.8
CUST_4004,59.76,67.22,61.97,53.51,59.51,55.54,58.07,65.79,65.15,53.1,47.18,58.65
CUST_4005,78.74,55.29,83.23,80.97,82.09,71.43,71.02,56.4,70.46,59.95,80.11,58.06
CUST_4006,78.66,62.51,57.43,78.55,73.64,70.94,49.28,66.49,71.76,77.72,76.37,73.53
CUST_4007,121.85,119.46,116.11,118.81,132.03,110.53,105.46,132.04,127.06,133.06,117.69,109.03
CUST_4008,93.73,72.39,75.32,80.62,83.72,92.79,86.01,71.59,99.13,83.2,90.58,85.54
CUST_4009,39.91,37.51,45.05,60.63,44.91,45.52,61.88,39.44,38.29,42.5,37.75,49.45
CUST_4010,75.52,77.77,84.13,95.79,94.43,90.89,75.36,90.8,75.48,69.19,75.56,90.6
CUST_4011,45.1,52.3,42.0,45.3,52.47,57.37,67.28,59.32,67.49,65.93,37.84,37.7
CUST_4012,39.11,41.62,59.69,51.7,41.0,53.02,52.57,57.93,49.05,63.79,61.02,39.27
CUST_4013,84.52,79.83,85.38,98.37,77.88,85.38,93.32,87.54,88.21,84.17,74.29,73.52
CUST_4014,68.75,47.27,44.96,61.89,43.14,68.62,65.86,47.55,66.81,62.58,47.38,63.02
CUST_4015,102.91,118.87,128.68,124.62,129.0,116.27,112.04,107.32,103.15,104.91,127.65,103.24
CUST_4016,118.04,120.73,120.82,114.49,116.23,126.53,121.18,102.76,110.51,122.44,117.71,104.92
CUST_4017,83.68,65.08,74.44,79.27,79.17,68.03,86.0,75.89,64.12,61.77,78.63,69.37
CUST_4018,86.37,110.81,94.54,110.63,86.02,82.66,85.46,94.95,104.27,88.68,85.42,84.43
CUST_4019,64.01,51.47,45.4,42.79,63.09,37.72,65.55,60.8,51.57,43.73,59.02,59.53
CUST_4020,104.93,109.47,113.61,102.97,114.74,113.62,108.82,116.07,110.4,96.62,118.09,123.03
CUST_4021,88.68,97.68,78.51,85.82,90.06,70.54,70.46,86.45,71.65,87.89,92.7,77.4
CUST_4022,82.7,95.13,98.86,80.54,76.49,92.82,99.31,97.97,82.45,89.79,86.84,81.12
CUST_4023,37.74,55.79,45.05,36.77,59.64,51.51,45.19,46.36,50.4,51.06,46.11,61.56
CUST_4024,78.62,68.24,67.85,67.96,67.66,60.94,78.96,70.25,80.72,59.06,66.31,58.59
CUST_4025,64.8,75.26,66.73,84.54,83.79,60.42,78.04,65.3,63.56,60.56,77.11,77.55
CUST_4026,109.51,129.39,126.93,109.17,127.19,122.04,107.1,115.34,116.51,113.61,113.87,125.38
CUST_4027,118.2,107.01,123.17,112.85,104.08,124.05,123.85,127.72,126.01,106.68,126.52,114.98
CUST_4028,26.7,27.42,30.94,31.85,32.94,31.98,36.74,25.74,47.12,43.82,27.73,24.97
CUST_4029,61.9,80.05,85.86,86.54,75.96,79.82,78.93,73.43,76.85,62.51,83.61,80.16
CUST_4030,90.66,69.38,92.92,90.22,86.51,86.95,90.26,78.79,76.77,81.56,90.64,88.75
CUST_4031,65.52,73.75,72.6,76.36,91.1,69.0,90.07,78.5,68.37,75.26,82.77,79.59
CUST_4032,97.22,87.26,85.86,82.73,102.52,89.22,86.54,102.08,95.67,90.88,94.55,97.76
CUST_4033,85.85,92.09,112.05,109.43,111.17,100.15,110.23,106.96,94.73,84.87,97.66,101.95
CUST_4034,108.5,95.85,91.74,94.76,112.23,90.31,89.21,104.68,93.87,105.05,111.75,99.41
CUST_4035,123.06,97.23,115.74,95.73,102.15,108.16,123.83,118.45,106.69,108.73,116.95,108.44
CUST_4036,46.91,31.61,37.96,35.61,32.25,48.36,38.04,49.72,30.88,47.53,52.38,52.39
CUST_4037,117.53,107.86,98.42,96.81,94.65,94.91,111.12,96.22,105.36,103.99,121.16,110.87
CUST_4038,62.17,68.67,48.27,57.29,59.59,62.68,41.34,42.81,68.2,42.81,63.07,47.37
CUST_4039,46.28,35.48,30.53,39.03,31.06,32.58,32.29,37.42,36.34,37.68,28.14,47.03
CUST_4040,87.4,102.7,79.78,80.37,76.05,79.94,92.78,76.47,96.5,101.15,79.59,100.38
CUST_4041,83.8,102.84,100.89,108.88,104.07,85.7,92.74,88.42,106.57,90.02,84.89,86.42
CUST_4042,72.82,70.06,66.38,74.98,72.7,60.25,52.97,49.14,48.89,60.0,63.01,68.55
CUST_4043,62.25,83.54,74.92,64.18,61.68,58.72,82.72,71.36,82.73,61.64,85.05,60.19
CUST_4044,63.81,61.22,67.26,46.86,50.98,45.38,61.77,56.1,56.47,65.04,41.59,44.58
CUST_4045,104.05,123.23,117.86,116.38,98.72,115.39,116.44,110.81,113.54,108.18,95.48,110.18
CUST_4046,115.79,102.69,115.93,119.68,111.54,102.28,102.03,93.41,111.46,110.4,104.56,114.14
CUST_4047,77.92,65.17,83.55,77.49,73.37,70.0,65.06,73.73,78.67,66.04,71.54,80.98
CUST_4048,103.98,88.85,101.45,110.73,107.39,99.71,92.26,114.94,90.7,110.72,111.94,95.0
CUST_4049,49.35,52.43,55.06,62.4,58.39,45.62,62.28,39.0,55.6,49.21,60.87,50.51
CUST_4050,27.62,26.37,25.0,42.57,51.22,32.79,50.36,30.25,47.11,25.09,23.97,45.97
CUST_4051,75.28,80.17,79.88,79.56,67.02,57.03,79.16,72.6,62.93,82.33,61.38,57.34
CUST_4052,79.43,91.86,86.56,89.89,71.03,90.29,74.58,91.99,79.89,83.91,67.04,87.74
CUST_4053,85.65,91.09,106.56,98.76,105.09,103.49,103.05,93.87,110.81,111.01,91.96,105.83
CUST_4054,25.98,37.13,25.37,34.38,50.81,35.98,44.34,44.52,28.05,23.97,34.01,30.58
CUST_4055,103.66,117.74,119.39,106.51,112.87,105.3,111.12,105.09,113.4,102.8,123.77,115.44
CUST_4056,112.81,92.6,98.33,116.79,113.28,101.9,92.63,97.03,95.16,109.19,114.45,118.23
CUST_4057,123.13,117.46,127.52,109.16,129.7,112.22,124.2,122.08,111.42,131.78,134.86,135.35
CUST_4058,95.33,85.88,106.54,91.03,103.97,106.06,106.08,90.93,90.06,85.06,86.58,97.15
CUST_4059,50.13,60.93,59.37,52.18,68.12,77.33,63.34,60.06,49.15,61.72,74.11,51.68
CUST_4060,93.64,103.68,100.17,106.7,100.0,98.33,103.58,116.91,109.43,100.87,93.84,101.85
CUST_4061,66.92,61.01,50.16,55.32,67.86,54.47,55.73,47.74,59.41,63.59,61.85,46.13
CUST_4062,55.37,29.91,48.45,36.91,39.17,53.31,43.88,35.32,43.64,52.73,42.27,29.25
CUST_4063,67.7,68.74,59.08,67.35,46.73,67.76,59.24,46.65,53.24,57.72,54.02,63.72
CUST_4064,116.53,133.13,117.76,130.66,125.14,136.23,123.17,122.1,109.29,114.95,108.34,134.53
CUST_4065,67.76,48.47,54.23,52.4,70.58,66.97,55.01,45.96,45.89,51.7,54.84,45.73
CUST_4066,62.54,77.3,53.62,56.28,72.53,54.0,52.68,76.01,73.05,63.56,54.89,78.37
CUST_4067,106.93,130.11,124.41,124.64,118.44,105.04,128.96,104.0,109.85,117.81,126.37,126.83
