customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,monthly_charges,total_charges,region
CUST_3266,Female,1,1,0,42,Month-to-month,fibre optic,107.53,4530.96,Maine
CUST_3267,Male,0,0,1,11,Two years,fibre optic,54.24,639.88,Oregon
CUST_3268,Male,1,1,1,59,Two years,fibre optic,71.3,4231.61,Nebraska
CUST_3269,Female,1,0,0,25,One year, None,47.04,1207.55,Texas
CUST_3270,Female,1,1,0,45,Month-to-month, None,45.26,2066.5,North Dakota
CUST_3271,Male,0,0,0,5,One year,DSL,71.38,392.72,Alaska
CUST_3272,Male,0,0,1,58,Month-to-month,fibre optic,66.68,3854.52,Pennsylvania
CUST_3273,Male,0,0,0,27,Month-to-month,DSL,64.21,1725.26,Kansas
CUST_3274,Female,0,1,0,66,Month-to-month,DSL,43.35,2863.04,Tennessee
CUST_3275,Male,0,0,0,15,One year,fibre optic,88.51,1376.95,Louisiana
CUST_3276,Female,0,1,0,32,Two years,fibre optic,64.83,2088.66,Nevada
CUST_3277,Female,1,1,1,50,One year, None,111.86,5642.22,Mississippi
CUST_3278,Male,1,1,0,19,Month-to-month,fibre optic,75.39,1452.22,Maryland
CUST_3279,Male,0,0,1,60,Month-to-month,fibre optic,32.67,1952.63,Minnesota
CUST_3280,Male,0,1,1,37,Month-to-month,DSL,30.62,1164.81,Hawaii
CUST_3281,Female,0,0,0,15,Two years,DSL,97.44,1471.11,Alaska
CUST_3282,Male,0,1,0,51,One year,fibre optic,37.0,1898.04,New Jersey
CUST_3283,Female,0,0,0,67,Two years,DSL,55.95,3740.59,Ohio
CUST_3284,Female,0,0,0,23,One year,fibre optic,75.6,1776.65,Iowa
CUST_3285,Female,0,0,1,24,Two years,fibre optic,53.18,1290.92,Hawaii
CUST_3286,Male,1,0,1,69,Month-to-month,fibre optic,52.48,3602.32,California
CUST_3287,Male,1,0,1,27,Month-to-month,fibre optic,113.31,3088.82,Alaska
CUST_3288,Male,0,0,0,46,Two years,DSL,88.51,4120.99,Florida
CUST_3289,Male,0,0,0,53,Month-to-month,DSL,105.52,5594.04,Iowa
CUST_3290,Female,0,1,0,64,Month-to-month,DSL,61.76,3970.51,Hawaii
CUST_3291,Male,0,0,0,11,One year,fibre optic,35.51,379.13,Nebraska
CUST_3292,Female,0,1,0,30,Two years,DSL,51.13,1540.9,Idaho
CUST_3293,Female,1,1,0,65,Two years,fibre optic,93.65,6079.07,Montana
CUST_3294,Female,0,1,0,1,Month-to-month,fibre optic,40.45,76.92,Pennsylvania
CUST_3295,Male,0,0,1,28,Month-to-month,DSL,53.39,1485.56,Ohio
CUST_3296,Female,0,1,1,21,Month-to-month,fibre optic,87.27,1814.38,Illinois
CUST_3297,Male,0,0,0,57,Two years,DSL,34.03,1932.24,Arizona
CUST_3298,Male,0,0,1,15,Month-to-month, None,52.02,803.13,Connecticut
CUST_3299,Female,0,0,0,10,One year,fibre optic,38.6,372.02,Wisconsin
CUST_3300,Male,0,1,0,13,Two years,fibre optic,62.88,835.48,Iowa
CUST_3301,Male,0,0,0,51,Month-to-month,fibre optic,59.54,3040.14,Alabama
CUST_3302,Female,0,0,0,42,Two years,fibre optic,43.74,1848.38,Colorado
CUST_3303,Male,0,0,0,71,One year,fibre optic,70.71,5067.84,Delaware
CUST_3304,Male,0,0,0,39,Month-to-month,fibre optic,49.49,1979.44,Minnesota
CUST_3305,Female,0,0,0,34,Month-to-month,fibre optic,31.5,1094.31,Rhode Island
CUST_3306,Male,0,1,0,55,Month-to-month,DSL,69.75,3844.45,Oregon
CUST_3307,Male,0,0,0,16,Two years,DSL,118.68,1915.69,South Carolina
CUST_3308,Female,1,0,0,39,Month-to-month,DSL,105.02,4115.52,Kansas
CUST_3309,Male,0,1,1,48,Two years,fibre optic,87.0,4223.73,Hawaii
CUST_3310,Male,0,1,1,70,Month-to-month,fibre optic,65.73,4590.55,Mississippi
CUST_3311,Female,0,1,0,56,Month-to-month,fibre optic,95.03,5321.81,Maryland
CUST_3312,Female,0,0,0,30,Two years,DSL,100.57,3025.54,North Carolina
CUST_3313,Female,0,1,0,70,Month-to-month,fibre optic,62.76,4413.41,Colorado
CUST_3314,Male,0,0,0,4,One year,fibre optic,80.35,303.42,Louisiana
CUST_3315,Male,0,0,0,42,Month-to-month,fibre optic,33.63,1455.92,New York
CUST_3316,Female,0,1,1,52,Month-to-month,DSL,99.92,5244.4,Wyoming
CUST_3317,Male,0,0,0,17,One year,fibre optic,91.53,1602.19,North Dakota
CUST_3318,Female,1,0,1,6,One year,fibre optic,83.38,520.75,Kentucky
CUST_3319,Male,0,0,0,3,One year, None,113.49,325.05,Montana
CUST_3320,Male,0,0,0,21,One year,fibre optic,118.03,2504.12,Mississippi
CUST_3321,Male,1,0,1,67,Two years,fibre optic,81.88,5498.63,Delaware
CUST_3322,Male,0,0,0,18,One year,fibre optic,96.19,1769.91,Florida
CUST_3323,Male,0,0,0,37,Month-to-month,DSL,38.44,1457.27,Ohio
CUST_3324,Male,0,1,0,16,Month-to-month, None,55.82,930.91,Pennsylvania
CUST_3325,Male,0,0,0,5,Month-to-month,DSL,64.81,367.15,Texas
CUST_3326,Male,1,1,1,31,Month-to-month, None,56.94,1777.97,Vermont
CUST_3327,Male,0,0,0,17,Month-to-month,fibre optic,70.18,1228.34,Illinois
CUST_3328,Female,0,0,0,13,Month-to-month,fibre optic,93.1,1198.36,Alabama
CUST_3329,Male,0,0,1,44,Month-to-month,fibre optic,48.31,2174.15,Massachusetts
CUST_3330,Female,0,1,0,34,Month-to-month,DSL,118.21,4032.41,Missouri
CUST_3331,Female,1,0,1,9,Month-to-month,fibre optic,31.92,271.87,Virginia
CUST_3332,Male,0,1,0,16,Two years,DSL,60.4,950.7,Florida
CUST_3333,Male,0,0,0,53,Two years,DSL,65.21,3471.14,Idaho
CUST_3334,Male,0,0,0,33,Month-to-month,DSL,95.92,3166.07,Kentucky
CUST_3335,Female,0,1,0,61,Month-to-month,DSL,84.03,5120.69,Oregon
CUST_3336,Female,1,0,0,39,Month-to-month,DSL,42.06,1663.42,Massachusetts
CUST_3337,Female,0,0,0,59,Month-to-month,fibre optic,110.55,6524.02,Texas
CUST_3338,Female,0,0,0,60,Month-to-month,fibre optic,56.4,3430.52,Arizona
CUST_3339,Male,0,1,0,56,One year, None,69.12,3917.66,West Virginia
CUST_3340,Male,0,0,1,24,Month-to-month,DSL,61.99,1528.76,Kansas
CUST_3341,Male,1,0,0,1,Month-to-month,DSL,62.36,56.83,Iowa
CUST_3342,Male,0,0,1,46,Month-to-month,fibre optic,69.67,3250.81,New Hampshire
CUST_3343,Female,0,0,1,37,One year,fibre optic,108.44,4013.87,Oklahoma
CUST_3344,Male,0,1,0,69,Two years,fibre optic,69.25,4783.0,Utah
CUST_3345,Male,0,0,0,20,Two years,DSL,33.46,650.64,Oregon
CUST_3346,Male,0,0,0,19,Two years,fibre optic,37.73,733.86,Michigan
CUST_3347,Female,0,0,1,10,Two years,DSL,65.78,695.92,Missouri
CUST_3348,Female,0,1,0,42,Month-to-month,fibre optic,113.5,4810.38,Florida
CUST_3349,Male,0,0,1,12,Month-to-month,fibre optic,61.5,766.25,North Dakota
CUST_3350,Female,0,1,1,71,Two years,fibre optic,63.44,4521.48,Illinois
CUST_3351,Female,0,0,1,64,Two years,DSL,49.0,3130.22,Wyoming
CUST_3352,Male,1,0,0,35,Month-to-month,fibre optic,46.86,1656.34,California
CUST_3353,Female,1,1,0,68,Two years,fibre optic,110.11,7514.36,Texas
CUST_3354,Male,1,0,0,26,Month-to-month, None,115.9,3018.4,Mississippi
CUST_3355,Female,1,0,1,49,Month-to-month, None,110.56,5454.97,West Virginia
CUST_3356,Female,0,0,0,19,Month-to-month,fibre optic,84.78,1602.85,South Carolina
CUST_3357,Female,0,0,1,39,One year, None,115.03,4466.58,Texas
CUST_3358,Female,0,0,0,54,Month-to-month,fibre optic,62.03,3344.8,Delaware
CUST_3359,Female,0,0,0,15,Month-to-month,DSL,75.83,1144.0,North Dakota
CUST_3360,Female,0,1,1,8,Month-to-month,fibre optic,82.61,652.9,California
CUST_3361,Male,0,0,0,7,Month-to-month,fibre optic,111.52,803.46,Montana
CUST_3362,Female,0,0,0,53,Month-to-month,DSL,56.93,3039.56,Indiana
CUST_3363,Male,0,0,0,41,Month-to-month,fibre optic,76.91,3193.16,West Virginia
CUST_3364,Male,0,1,1,10,One year,DSL,101.47,1053.1,Michigan
CUST_3365,Male,0,0,0,65,Month-to-month,fibre optic,68.55,4486.52,Colorado
CUST_3366,Male,0,0,0,47,One year, None,37.73,1805.68,Mississippi
CUST_3367,Male,0,0,1,6,Two years,fibre optic,59.03,349.72,Alaska
CUST_3368,Male,0,0,0,24,One year,fibre optic,48.84,1165.15,South Dakota
CUST_3369,Female,0,1,1,15,Two years,fibre optic,58.89,869.11,Kansas
CUST_3370,Male,0,0,0,38,Month-to-month,DSL,31.54,1225.36,Nevada
CUST_3371,Male,0,0,0,30,Month-to-month,DSL,96.32,2872.22,Maine
CUST_3372,Female,0,0,1,22,Month-to-month,fibre optic,76.74,1677.47,Maine
CUST_3373,Male,0,0,0,25,Month-to-month,fibre optic,57.53,1436.23,Alaska
CUST_3374,Male,0,0,0,41,Two years,fibre optic,76.69,3178.13,Missouri
CUST_3375,Male,0,1,0,29,Month-to-month,DSL,83.29,2418.66,Virginia
CUST_3376,Female,0,0,0,32,One year,fibre optic,103.87,3314.92,Illinois
CUST_3377,Male,0,0,0,26,Month-to-month,fibre optic,52.55,1366.72,Wyoming
CUST_3378,Female,0,0,1,53,Month-to-month,DSL,68.52,3673.06,Maine
CUST_3379,Female,0,0,0,32,Month-to-month,fibre optic,65.52,2080.86,South Carolina
CUST_3380,Male,0,1,0,44,Month-to-month,fibre optic,35.35,1595.73,California
CUST_3381,Male,0,0,0,70,One year,fibre optic,102.03,7167.56,Arkansas
CUST_3382,Female,0,0,0,21,Month-to-month,fibre optic,59.65,1267.57,Missouri
CUST_3383,Male,1,1,1,6,Two years,fibre optic,30.61,172.99,Minnesota
CUST_3384,Female,0,1,0,24,One year,fibre optic,30.31,749.64,North Carolina
CUST_3385,Male,0,1,0,51,Two years,fibre optic,94.84,4872.34,Kansas
CUST_3386,Female,1,0,0,36,Two years, None,118.33,4287.28,Louisiana
CUST_3387,Male,0,0,0,49,Month-to-month,fibre optic,42.88,2117.26,Massachusetts
CUST_3388,Female,1,0,1,13,One year,DSL,68.82,877.81,Texas
CUST_3389,Male,0,0,0,63,One year,fibre optic,95.7,6040.97,Idaho
CUST_3390,Male,0,0,0,20,Two years,DSL,112.7,2288.07,Maryland
CUST_3391,Male,1,0,0,69,One year,fibre optic,104.55,7216.2,Maine
CUST_3392,Male,0,1,0,23,Month-to-month,fibre optic,65.6,1516.93,Louisiana
CUST_3393,Female,0,0,0,12,Month-to-month,fibre optic,92.85,1150.82,Connecticut
CUST_3394,Female,0,0,0,28,Month-to-month,fibre optic,80.6,2271.05,Illinois
CUST_3395,Male,0,1,1,59,One year,fibre optic,119.75,7073.48,Delaware
CUST_3396,Female,0,1,1,68,One year,fibre optic,94.65,6470.76,Wisconsin
CUST_3397,Female,0,0,0,12,Month-to-month, None,86.08,1074.98,Nebraska
CUST_3398,Male,0,1,0,40,One year,fibre optic,114.31,4617.28,Washington
CUST_3399,Male,0,1,0,63,Month-to-month,DSL,108.11,6809.69,Massachusetts
CUST_3400,Male,0,1,1,2,Month-to-month,DSL,64.53,157.08,Arkansas
CUST_3401,Male,0,0,1,46,Month-to-month,DSL,77.94,3581.11,New Jersey
CUST_3402,Female,0,0,0,23,Month-to-month,fibre optic,99.16,2305.93,Michigan
CUST_3403,Male,0,0,0,30,Two years,DSL,114.18,3417.97,New York
CUST_3404,Male,0,0,0,61,One year,fibre optic,101.23,6165.78,Mississippi
CUST_3405,Female,0,0,1,60,Month-to-month,fibre optic,31.67,1908.93,Iowa
CUST_3406,Female,0,1,0,50,Two years,fibre optic,54.04,2685.81,Maine
CUST_3407,Female,0,1,0,29,Month-to-month,DSL,41.71,1199.5,Georgia
CUST_3408,Female,0,0,1,8,Month-to-month, None,87.35,695.98,Virginia
CUST_3409,Female,0,0,0,51,One year,DSL,53.26,2758.85,Wyoming
CUST_3410,Female,0,1,1,61,Two years,fibre optic,61.75,3798.28,New Mexico
CUST_3411,Male,0,0,1,64,Month-to-month,fibre optic,31.14,2025.84,Minnesota
CUST_3412,Male,0,0,0,33,Month-to-month, None,117.38,3921.33,Louisiana
CUST_3413,Male,0,0,0,23,Month-to-month,fibre optic,115.51,2670.58,Alaska
CUST_3414,Male,0,0,1,9,One year,fibre optic,44.74,440.98,North Carolina
CUST_3415,Female,0,1,1,24,Month-to-month,fibre optic,45.75,1115.08,Wyoming
CUST_3416,Male,1,1,1,20,Two years,DSL,79.64,1627.61,Alaska
CUST_3417,Male,0,0,0,41,One year,fibre optic,96.6,3974.6,Colorado
CUST_3418,Male,1,1,1,23,One year,fibre optic,67.62,1596.08,Indiana
CUST_3419,Male,0,1,1,48,Month-to-month,DSL,75.54,3621.98,Pennsylvania
CUST_3420,Male,0,0,0,48,Two years,fibre optic,111.83,5371.75,Alaska
CUST_3421,Female,1,1,0,43,Two years,fibre optic,31.34,1351.54,Virginia
CUST_3422,Female,0,1,1,26,Month-to-month,DSL,70.44,1871.96,Hawaii
CUST_3423,Female,0,1,0,13,One year,fibre optic,94.64,1261.68,South Carolina
CUST_3424,Female,0,1,0,71,Month-to-month,fibre optic,65.01,4634.91,Indiana
CUST_3425,Female,0,1,0,27,Month-to-month,fibre optic,86.6,2349.95,South Dakota
CUST_3426,Male,0,0,0,65,Month-to-month, None,48.45,3154.33,Texas
CUST_3427,Male,1,1,0,11,Month-to-month,fibre optic,95.84,1055.09,Montana
CUST_3428,Male,0,1,0,51,Month-to-month,fibre optic,50.91,2643.63,California
CUST_3429,Female,0,0,0,59,Two years,fibre optic,35.91,2167.63,Idaho
CUST_3430,Female,0,0,1,23,One year,fibre optic,61.49,1425.47,New Jersey
CUST_3431,Male,1,1,1,48,Month-to-month,fibre optic,92.9,4445.02,Alabama
CUST_3432,Male,0,0,0,26,Month-to-month, None,96.29,2511.95,North Carolina
CUST_3433,Male,0,1,0,68,Two years,fibre optic,80.72,5474.75,California
CUST_3434,Male,0,1,0,50,One year,fibre optic,100.53,5015.09,Alaska
CUST_3435,Male,0,0,0,70,One year,fibre optic,70.1,4895.5,Maryland
CUST_3436,Male,1,0,1,34,One year, None,100.71,3429.36,Colorado
CUST_3437,Female,0,0,0,71,Month-to-month,DSL,46.77,3331.92,Massachusetts
CUST_3438,Male,1,0,0,17,Month-to-month,fibre optic,82.47,1443.09,Utah
CUST_3439,Male,0,0,1,66,Month-to-month, None,65.56,4342.32,Pennsylvania
CUST_3440,Female,1,0,0,63,Month-to-month,fibre optic,87.88,5577.39,Illinois
CUST_3441,Female,0,1,0,34,Month-to-month,fibre optic,82.16,2786.97,Tennessee
CUST_3442,Male,1,1,0,12,Month-to-month,DSL,96.51,1182.8,New York
CUST_3443,Male,0,0,0,1,Two years,fibre optic,71.02,55.8,South Dakota
CUST_3444,Female,1,0,0,17,Month-to-month,fibre optic,43.79,727.68,Washington
CUST_3445,Male,0,0,0,24,One year,fibre optic,95.98,2292.94,Texas
CUST_3446,Female,0,0,1,36,Month-to-month,fibre optic,81.44,2929.51,Michigan
CUST_3447,Female,0,1,1,43,Two years,fibre optic,86.1,3703.11,Indiana
CUST_3448,Male,0,1,1,7,One year,fibre optic,57.37,409.66,Maine
CUST_3449,Female,1,0,0,67,Month-to-month,DSL,82.44,5557.76,California
CUST_3450,Male,0,1,0,40,Month-to-month,fibre optic,70.06,2835.69,Arkansas
CUST_3451,Female,0,0,0,57,One year,fibre optic,112.13,6416.06,Vermont
CUST_3452,Female,0,0,0,58,Month-to-month,fibre optic,63.7,3722.0,South Dakota
CUST_3453,Female,0,1,0,46,One year,fibre optic,92.99,4300.73,Montana
CUST_3454,Female,0,1,1,23,Month-to-month,fibre optic,88.65,2049.95,Mississippi
CUST_3455,Male,0,0,0,61,One year,fibre optic,103.42,6327.81,Massachusetts
CUST_3456,Male,1,1,1,60,Month-to-month, None,54.98,3324.41,Mississippi
CUST_3457,Male,0,0,0,52,Month-to-month,DSL,45.0,2374.33,Massachusetts
CUST_3458,Female,0,0,0,68,Month-to-month,DSL,41.79,2854.07,Illinois
CUST_3459,Male,0,0,1,40,Two years,DSL,46.71,1865.05,Ohio
CUST_3460,Male,0,1,0,58,Two years,fibre optic,79.07,4571.34,South Dakota
CUST_3461,Male,0,1,0,55,One year,DSL,102.09,5656.19,Kansas
CUST_3462,Male,1,0,1,47,One year,fibre optic,112.94,5349.98,Montana
CUST_3463,Female,0,1,0,65,Month-to-month,DSL,57.2,3744.08,Iowa
CUST_3464,Male,0,1,1,8,One year,fibre optic,85.68,686.01,Washington
CUST_3465,Female,0,0,0,17,Two years,DSL,98.92,1684.73,Arkansas
CUST_3466,Male,0,1,0,23,Month-to-month,DSL,38.35,888.6,New Jersey
CUST_3467,Male,0,1,1,18,Month-to-month, None,43.2,786.07,West Virginia
CUST_3468,Female,1,1,0,10,Month-to-month, None,53.15,550.08,Louisiana
CUST_3469,Male,0,0,0,52,Month-to-month,fibre optic,63.44,3290.25,Washington
CUST_3470,Male,0,0,0,4,Month-to-month,fibre optic,110.03,472.26,Illinois
CUST_3471,Female,0,1,1,66,One year, None,90.13,5990.54,North Dakota
CUST_3472,Male,0,1,1,8,Two years, None,68.48,555.44,Massachusetts
CUST_3473,Male,1,0,0,36,Month-to-month,DSL,75.94,2727.33,Nebraska
CUST_3474,Male,0,0,1,37,Month-to-month,DSL,54.04,2011.2,Virginia
CUST_3475,Female,0,1,1,68,Month-to-month,fibre optic,87.42,5930.48,Illinois
CUST_3476,Male,0,0,0,62,Two years,DSL,44.17,2773.46,Kentucky
CUST_3477,Male,0,0,1,27,Month-to-month,fibre optic,48.19,1307.94,Pennsylvania
CUST_3478,Male,0,0,0,48,Month-to-month,fibre optic,100.48,4852.16,Kansas
CUST_3479,Female,1,1,0,62,Month-to-month,fibre optic,112.44,6962.31,Utah
CUST_3480,Male,0,0,1,51,Month-to-month,DSL,82.95,4246.26,New Jersey
CUST_3481,Male,1,0,1,26,Month-to-month,fibre optic,70.46,1871.39,Ohio
CUST_3482,Male,0,0,0,20,Two years, None,34.34,731.37,Missouri
CUST_3483,Female,0,0,0,12,One year,fibre optic,74.02,926.12,North Dakota
CUST_3484,Female,0,0,1,36,One year,DSL,108.3,3895.66,Kansas
CUST_3485,Male,1,1,1,15,One year,fibre optic,91.38,1377.61,New Mexico
CUST_3486,Male,0,1,1,63,Month-to-month,DSL,48.83,3071.89,Oregon
CUST_3487,Male,0,1,0,63,Month-to-month,DSL,31.27,2019.43,Delaware
CUST_3488,Female,1,0,0,65,Month-to-month,fibre optic,107.55,7031.95,Connecticut
CUST_3489,Male,0,1,0,31,Two years,fibre optic,45.76,1402.12,Michigan
CUST_3490,Female,0,0,1,67,Two years,fibre optic,35.42,2385.37,Alaska
CUST_3491,Male,0,1,0,61,Month-to-month,DSL,69.97,4277.92,Louisiana
CUST_3492,Female,0,0,1,53,Month-to-month,fibre optic,101.7,5371.95,Massachusetts
CUST_3493,Male,0,1,0,1,Month-to-month,fibre optic,67.45,105.05,Mississippi
CUST_3494,Female,0,1,0,6,One year,fibre optic,68.68,450.02,West Virginia
CUST_3495,Male,0,0,1,58,One year,fibre optic,99.35,5805.16,Oklahoma
CUST_3496,Male,1,0,0,26,One year,fibre optic,89.84,2317.6,Ohio
CUST_3497,Female,1,0,0,18,Two years,DSL,104.59,1877.0,Connecticut
CUST_3498,Male,1,1,1,11,Two years,fibre optic,97.73,1113.08,Wyoming
CUST_3499,Male,0,0,0,64,One year,DSL,37.66,2410.09,Virginia
CUST_3500,Male,0,1,1,53,One year,DSL,72.38,3867.39,Massachusetts
CUST_3501,Female,0,0,0,14,Month-to-month,fibre optic,45.17,671.65,Alaska
CUST_3502,Male,1,0,0,59,One year,fibre optic,116.26,6861.61,North Carolina
CUST_3503,Male,0,0,1,15,Month-to-month,fibre optic,113.84,1699.16,Vermont
CUST_3504,Male,0,0,1,56,Month-to-month,fibre optic,95.41,5328.63,South Dakota
CUST_3505,Female,0,1,1,38,Month-to-month,fibre optic,85.36,3243.63,Florida
CUST_3506,Male,0,0,0,16,Two years,fibre optic,119.8,1947.37,Ohio
CUST_3507,Male,0,1,0,34,Month-to-month,DSL,39.32,1367.25,Iowa
CUST_3508,Male,0,0,0,37,Month-to-month,DSL,40.01,1507.54,Alaska
CUST_3509,Male,0,1,0,44,Two years,fibre optic,91.94,4040.12,Michigan
CUST_3510,Female,0,0,0,26,Two years, None,106.97,2774.39,Wisconsin
CUST_3511,Female,1,1,1,16,One year,fibre optic,101.68,1626.04,Wyoming
CUST_3512,Male,0,0,0,46,Two years,DSL,40.65,1890.9,Alabama
CUST_3513,Male,0,1,0,54,Month-to-month,fibre optic,31.88,1754.31,Ohio
CUST_3514,Female,0,0,1,16,One year,DSL,101.89,1619.28,Tennessee
CUST_3515,Male,1,0,0,37,Month-to-month,fibre optic,30.46,1163.05,North Carolina
CUST_3516,Male,0,1,0,39,Two years,fibre optic,104.54,4119.24,Arizona
CUST_3517,Male,0,1,1,10,Two years,DSL,60.35,636.12,New Mexico
CUST_3518,Female,0,0,0,55,Two years,fibre optic,94.04,5202.23,New Jersey
CUST_3519,Male,0,1,0,20,Two years,fibre optic,97.69,1998.47,Massachusetts
CUST_3520,Female,0,0,1,1,Month-to-month,fibre optic,98.45,91.79,Montana
CUST_3521,Male,1,1,1,67,Month-to-month,DSL,83.26,5596.3,Michigan
CUST_3522,Female,0,0,0,61,Two years,fibre optic,80.13,4932.8,New York
CUST_3523,Female,0,1,0,28,One year,DSL,105.78,3009.09,Kentucky
CUST_3524,Male,0,1,1,39,One year,fibre optic,77.79,3051.12,Georgia
CUST_3525,Male,0,1,0,17,Month-to-month,DSL,101.29,1730.83,Minnesota
CUST_3526,Female,0,0,0,70,Month-to-month, None,90.38,6371.97,Louisiana
CUST_3527,Male,0,1,0,55,One year,fibre optic,52.35,2908.21,South Carolina
CUST_3528,Male,1,0,1,46,Month-to-month,fibre optic,40.71,1868.24,Kentucky
CUST_3529,Male,0,0,1,25,Month-to-month,DSL,52.2,1296.71,Iowa
CUST_3530,Female,0,1,0,8,Month-to-month,DSL,99.2,842.75,Oregon
CUST_3531,Female,0,0,0,28,Month-to-month,fibre optic,51.84,1437.42,Oregon
CUST_3532,Female,0,1,1,9,Month-to-month,DSL,74.88,691.79,Virginia
CUST_3533,Female,1,0,0,41,Month-to-month,fibre optic,86.16,3518.43,New York
CUST_3534,Female,0,1,0,7,One year,DSL,42.85,306.08,New Mexico
CUST_3535,Female,0,1,0,69,Month-to-month, None,103.22,7124.23,Montana
CUST_3536,Male,0,0,1,67,Month-to-month,DSL,45.34,3034.16,Maryland
CUST_3537,Male,0,1,1,16,Month-to-month,fibre optic,66.38,1110.16,New York
CUST_3538,Male,0,0,0,39,One year,fibre optic,81.16,3169.02,Illinois
CUST_3539,Female,0,0,0,54,One year, None,42.18,2319.03,Arizona
CUST_3540,Male,0,1,0,2,One year,fibre optic,42.4,112.67,New York
CUST_3541,Male,0,0,0,21,Month-to-month,DSL,35.22,721.92,Missouri
CUST_3542,Male,0,1,1,34,Month-to-month,DSL,50.6,1758.07,Louisiana
CUST_3543,Male,0,0,0,64,Month-to-month,DSL,46.12,2980.69,Pennsylvania
CUST_3544,Male,0,0,0,67,One year,fibre optic,38.71,2626.61,Alabama
CUST_3545,Female,0,1,1,46,Two years,fibre optic,37.03,1734.95,Oregon
CUST_3546,Female,0,0,1,46,Month-to-month, None,30.31,1438.14,Alabama
CUST_3547,Female,0,0,0,40,Month-to-month,DSL,94.26,3806.98,Montana
CUST_3548,Female,0,1,1,6,Month-to-month, None,90.47,582.76,Illinois
CUST_3549,Male,0,0,0,10,One year,fibre optic,100.88,1024.39,Maine
CUST_3550,Male,0,1,1,35,One year,DSL,88.8,3099.84,Hawaii
CUST_3551,Male,0,0,0,53,One year,fibre optic,111.28,5915.99,Michigan
CUST_3552,Female,0,0,0,24,One year,fibre optic,69.25,1681.72,Iowa
CUST_3553,Female,0,0,1,68,Two years,DSL,45.97,3147.0,New Hampshire
CUST_3554,Female,0,1,0,6,Two years,fibre optic,74.46,472.41,New Mexico
CUST_3555,Female,0,0,0,68,Month-to-month,fibre optic,78.56,5360.37,Indiana
CUST_3556,Male,0,1,1,68,One year,fibre optic,31.66,2179.99,Wisconsin
CUST_3557,Male,0,0,0,22,One year,fibre optic,98.87,2181.39,Pennsylvania
CUST_3558,Male,0,1,0,68,One year,fibre optic,77.91,5299.58,Georgia
CUST_3559,Male,0,1,1,60,Month-to-month,fibre optic,33.61,2046.82,California
CUST_3560,Female,0,0,0,10,One year,fibre optic,82.45,806.93,Massachusetts
CUST_3561,Female,0,1,1,5,Two years,DSL,42.64,253.2,Idaho
CUST_3562,Male,0,0,1,50,Month-to-month,fibre optic,82.17,4138.45,Illinois
CUST_3563,Female,0,1,1,46,Two years,DSL,82.85,3855.2,Colorado
CUST_3564,Male,0,0,0,56,Month-to-month,DSL,35.93,2059.0,Missouri
CUST_3565,Male,0,1,0,14,Month-to-month,fibre optic,101.24,1411.51,Idaho
CUST_3566,Male,0,0,0,52,Month-to-month,fibre optic,75.34,3945.25,North Dakota
CUST_3567,Male,0,1,0,58,Month-to-month,DSL,67.99,3961.79,New Mexico
CUST_3568,Female,0,0,0,43,Month-to-month,DSL,117.43,5077.39,Michigan
CUST_3569,Male,1,0,1,47,Month-to-month,fibre optic,115.15,5435.22,New Jersey
CUST_3570,Female,0,0,0,33,One year,fibre optic,103.25,3452.32,Nevada
CUST_3571,Male,0,1,0,69,Two years,fibre optic,73.66,5085.61,Illinois
CUST_3572,Male,0,1,0,52,Month-to-month,fibre optic,81.01,4203.69,Florida
CUST_3573,Male,0,1,0,5,One year,fibre optic,83.62,411.28,Michigan
CUST_3574,Female,0,1,0,9,Month-to-month,fibre optic,108.9,982.38,New Hampshire
CUST_3575,Male,0,0,1,33,Month-to-month,DSL,76.94,2519.62,Maine
CUST_3576,Male,0,1,1,52,One year,fibre optic,119.01,6231.02,Minnesota
CUST_3577,Male,0,1,0,57,Month-to-month,fibre optic,112.32,6438.24,Tennessee
CUST_3578,Female,0,1,1,34,Two years,DSL,62.08,2136.42,Wisconsin
CUST_3579,Female,0,0,0,54,One year,fibre optic,37.72,2063.35,Mississippi
CUST_3580,Female,1,0,0,4,One year,fibre optic,33.63,175.22,Mississippi
CUST_3581,Male,0,1,0,59,Month-to-month,DSL,67.97,3998.22,Maryland
CUST_3582,Male,0,0,0,68,Month-to-month,fibre optic,81.17,5508.46,Maine
CUST_3583,Male,0,1,1,44,Month-to-month,DSL,73.73,3272.84,New Hampshire
CUST_3584,Female,0,0,1,15,Month-to-month,fibre optic,50.93,805.78,New Jersey
CUST_3585,Female,0,0,1,10,Month-to-month,fibre optic,107.4,1114.58,Indiana
CUST_3586,Female,0,1,1,56,One year,DSL,47.04,2667.32,West Virginia
CUST_3587,Male,0,1,0,59,Month-to-month,fibre optic,53.85,3203.58,Maine
CUST_3588,Male,0,1,1,7,Two years,DSL,68.74,493.04,Florida
CUST_3589,Male,0,1,0,3,Month-to-month, None,65.85,185.97,Colorado
CUST_3590,Female,0,1,1,42,One year,fibre optic,41.22,1744.72,Pennsylvania
CUST_3591,Male,0,0,0,65,Month-to-month, None,84.81,5504.69,New York
CUST_3592,Female,0,0,1,22,Month-to-month,fibre optic,42.13,914.87,Tennessee
CUST_3593,Female,0,0,1,1,Month-to-month, None,68.38,106.7,Nebraska
